DATASET_COLORSTRIP
SEPARATOR COMMA
DATASET_LABEL,Domain
COLOR,#d55e00
COLOR_BRANCHES,1
SHOW_STRIP_LABELS,0
STRIP_LABEL_COLOR,#ffffff
LEGEND_TITLE,Domain
NLY55524.1@GCA_012735535.1_246_342,#0173b2,Bacteria
HHU52219.1@GCA_012838955.1_250_346,#0173b2,Bacteria
DHNI01000053.1_16@GCA_002409455.1_181_277,#0173b2,Bacteria
HHT69344.1@GCA_012837925.1_187_283,#0173b2,Bacteria
NLJ04070.1@GCA_012518325.1_187_283,#0173b2,Bacteria
NMB20395.1@GCA_012799115.1_181_277,#0173b2,Bacteria
HHT43656.1@GCA_012837385.1_186_282,#0173b2,Bacteria
NLM38533.1@GCA_012521295.1_184_280,#0173b2,Bacteria
NLM53399.1@GCA_012521465.1_184_280,#0173b2,Bacteria
NLM25257.1@GCA_012521185.1_179_275,#0173b2,Bacteria
HHX02076.1@GCA_012840925.1_237_333,#0173b2,Bacteria
NLM95088.1@GCA_012522085.1_233_329,#0173b2,Bacteria
MBE3578230.1@GCA_014896315.1_294_390,#0173b2,Bacteria
WP_239559057.1@GCF_016908635.1_238_334,#0173b2,Bacteria
WP_089748076.1@GCF_900114655.1_249_345,#0173b2,Bacteria
JADQBT010000002.1_117@GCA_016278485.1_239_335,#0173b2,Bacteria
WP_114456915.1@GCF_003337245.1_355_451,#0173b2,Bacteria
WP_013406021.1@GCF_000166415.1_309_405,#0173b2,Bacteria
WP_229345022.1@GCF_020711195.1_309_405,#0173b2,Bacteria
WP_133514457.1@GCF_004362045.1_328_424,#0173b2,Bacteria
WP_076546052.1@GCF_900156285.1_318_414,#0173b2,Bacteria
HHV44728.1@GCA_012839765.1_235_331,#0173b2,Bacteria
MCK9221168.1@GCA_023230925.1_236_332,#0173b2,Bacteria
PLX31306.1@GCA_002869095.1_319_415,#0173b2,Bacteria
MBK5251394.1@GCA_016649995.1_309_405,#0173b2,Bacteria
WP_306811148.1@GCF_024622505.1_381_478,#0173b2,Bacteria
DYIX01000031.1_10@GCA_020723425.1_159_258,#0173b2,Bacteria
WP_073336035.1@GCF_900129965.1_346_442,#0173b2,Bacteria
WP_055668904.1@GCF_001403615.1_244_340,#0173b2,Bacteria
LFTP01000025.1_19@GCA_001513395.1_250_346,#0173b2,Bacteria
HHT26576.1@GCA_012838035.1_272_368,#0173b2,Bacteria
MBO2519227.1@GCA_017577405.1_257_353,#0173b2,Bacteria
LFTN01000109.1_23@GCA_001513495.1_274_370,#0173b2,Bacteria
HHV93614.1@GCA_012839845.1_276_372,#0173b2,Bacteria
NLJ25697.1@GCA_012518315.1_263_359,#0173b2,Bacteria
NLJ86926.1@GCA_012518905.1_265_361,#0173b2,Bacteria
NMB46509.1@GCA_012798695.1_245_341,#0173b2,Bacteria
NMB11783.1@GCA_012799135.1_261_357,#0173b2,Bacteria
NLY29865.1@GCA_012727675.1_254_350,#0173b2,Bacteria
NLY52114.1@GCA_012735435.1_266_362,#0173b2,Bacteria
OUM97124.1@GCA_002159155.1_187_283,#0173b2,Bacteria
NLN29575.1@GCA_012522135.1_286_382,#0173b2,Bacteria
MBO2478273.1@GCA_017578085.1_237_333,#0173b2,Bacteria
NLN17484.1@GCA_012521755.1_230_326,#0173b2,Bacteria
NLM95091.1@GCA_012522085.1_270_366,#0173b2,Bacteria
NMB16083.1@GCA_012799075.1_264_360,#0173b2,Bacteria
PUOC01000189.1_3@GCA_003551965.1_327_423,#0173b2,Bacteria
PWMW01000358.1_8@GCA_003559095.1_321_417,#0173b2,Bacteria
SLOZ01000512.1_3@GCA_007132255.1_320_416,#0173b2,Bacteria
NMB38778.1@GCA_012798795.1_270_366,#0173b2,Bacteria
NLY10987.1@GCA_012728115.1_261_357,#0173b2,Bacteria
SLOG01000289.1_6@GCA_007132635.1_220_316,#0173b2,Bacteria
DGEY01000051.1_5@GCA_002391385.1_270_366,#0173b2,Bacteria
NLM40867.1@GCA_012521335.1_278_374,#0173b2,Bacteria
NLM39377.1@GCA_012521295.1_267_363,#0173b2,Bacteria
DGYW01000047.1_38@GCA_002396805.1_267_363,#0173b2,Bacteria
NMA61534.1@GCA_012799535.1_264_360,#0173b2,Bacteria
NLJ74741.1@GCA_012518735.1_264_360,#0173b2,Bacteria
DGFC01000164.1_15@GCA_002391465.1_275_371,#0173b2,Bacteria
NMB00281.1@GCA_012799255.1_279_375,#0173b2,Bacteria
DHNI01000091.1_15@GCA_002409455.1_273_369,#0173b2,Bacteria
HHT90557.1@GCA_012838305.1_275_371,#0173b2,Bacteria
DIPH01000047.1_7@GCA_002424045.1_273_369,#0173b2,Bacteria
HHT67821.1@GCA_012837925.1_275_371,#0173b2,Bacteria
NLL41811.1@GCA_012520315.1_321_417,#0173b2,Bacteria
NMB19296.1@GCA_012799115.1_323_419,#0173b2,Bacteria
NLJ02179.1@GCA_012518325.1_326_422,#0173b2,Bacteria
NLM54469.1@GCA_012521465.1_268_364,#0173b2,Bacteria
HHW73362.1@GCA_012840725.1_281_377,#0173b2,Bacteria
FIZK01000060.1_26@GCA_900018335.1_285_381,#0173b2,Bacteria
PKEU01000170.1_27@GCA_002919195.1_266_362,#0173b2,Bacteria
PKEX01000006.1_72@GCA_002919235.1_254_350,#0173b2,Bacteria
HHW09981.1@GCA_012840225.1_232_328,#0173b2,Bacteria
MBE3599234.1@GCA_014896295.1_243_339,#0173b2,Bacteria
MBE3577283.1@GCA_014896315.1_297_393,#0173b2,Bacteria
SKTZ01000122.1_8@GCA_007122335.1_214_310,#0173b2,Bacteria
DBQN01000002.1_27@GCA_002305255.1_283_379,#0173b2,Bacteria
CAAFEP010000120.1_6@GCA_900761905.1_284_380,#0173b2,Bacteria
WP_252130852.1@GCF_023806125.1_240_336,#0173b2,Bacteria
WP_250816817.1@GCF_023656515.1_209_305,#0173b2,Bacteria
LFTP01000258.1_8@GCA_001513395.1_231_327,#0173b2,Bacteria
HHT26133.1@GCA_012838035.1_274_370,#0173b2,Bacteria
JAGVTS010000199.1_21@GCA_019136685.1_283_379,#0173b2,Bacteria
WP_006311594.1@GCF_000387765.1_369_465,#0173b2,Bacteria
WP_054870570.1@GCF_001316435.1_363_459,#0173b2,Bacteria
WP_176718823.1@GCF_001730685.1_363_459,#0173b2,Bacteria
MBU3825379.1@GCA_018883865.1_321_417,#0173b2,Bacteria
WP_245880110.1@GCF_003012795.1_307_403,#0173b2,Bacteria
WP_045065364.1@GCF_000950415.1_320_416,#0173b2,Bacteria
WP_060996971.1@GCF_002954455.1_321_417,#0173b2,Bacteria
WP_080675596.1@GCF_000527275.1_312_408,#0173b2,Bacteria
WP_036957795.1@GCF_013255915.1_317_413,#0173b2,Bacteria
WP_225818359.1@GCF_020381325.1_314_410,#0173b2,Bacteria
WP_004932347.1@GCF_000738675.1_311_407,#0173b2,Bacteria
WP_028127477.1@GCF_017299535.1_311_407,#0173b2,Bacteria
WP_033654402.1@GCF_006715005.1_311_407,#0173b2,Bacteria
WP_061794546.1@GCF_900187015.1_311_407,#0173b2,Bacteria
WP_129934386.1@GCF_008830365.1_311_407,#0173b2,Bacteria
WP_047770033.1@GCF_001028135.1_309_405,#0173b2,Bacteria
WP_099132248.1@GCF_003610465.1_308_404,#0173b2,Bacteria
PKL42685.1@GCA_002839445.1_252_349,#0173b2,Bacteria
MBF0547178.1@GCA_015233565.1_193_290,#0173b2,Bacteria
MCL1595089.1@GCA_023336815.1_90_209,#0173b2,Bacteria
JANTHO010000022.1_36@GCA_024762335.1_59_178,#0173b2,Bacteria
WP_217924214.1@GCF_018141545.1_292_395,#0173b2,Bacteria
CDD29878.1@GCA_000433675.1_136_238,#0173b2,Bacteria
URBY01000017.1_25@GCA_900546245.1_136_238,#0173b2,Bacteria
MBQ9024335.1@GCA_017459965.1_136_238,#0173b2,Bacteria
NLY56702.1@GCA_012735535.1_242_338,#0173b2,Bacteria
MBO8125773.1@GCA_017656135.1_234_330,#0173b2,Bacteria
LFSI01000019.1_19@GCA_001512545.1_251_347,#0173b2,Bacteria
JAHDNZ010000027.1_8@GCA_018435125.1_226_322,#0173b2,Bacteria
CCX85621.1@GCA_000431135.1_541_637,#0173b2,Bacteria
CAAGFJ010000061.1_3@GCA_900769115.1_507_603,#0173b2,Bacteria
USBM01000018.1_12@GCA_900552885.1_547_643,#0173b2,Bacteria
MCM1203403.1@GCA_023664535.1_499_595,#0173b2,Bacteria
CAJUFL010000001.1_44@GCA_910585605.1_541_637,#0173b2,Bacteria
CAKQYU010000006.1_102@GCA_934293575.1_415_511,#0173b2,Bacteria
CAKRAK010000017.1_40@GCA_934294885.1_422_518,#0173b2,Bacteria
MBQ8148455.1@GCA_017461045.1_404_500,#0173b2,Bacteria
MBO5237147.1@GCA_017623675.1_406_502,#0173b2,Bacteria
MCM1550809.1@GCA_023667695.1_406_502,#0173b2,Bacteria
MBQ4524351.1@GCA_017399685.1_433_529,#0173b2,Bacteria
MBQ3513837.1@GCA_017416505.1_426_522,#0173b2,Bacteria
MBO8464057.1@GCA_017694765.1_425_521,#0173b2,Bacteria
UQVN01000162.1_5@GCA_900544525.1_398_494,#0173b2,Bacteria
UWN95648.1@GCA_025146925.1_407_503,#0173b2,Bacteria
CAMBEF010000006.1_10@GCA_945865495.1_407_503,#0173b2,Bacteria
WP_119219798.1@GCF_003464165.1_407_503,#0173b2,Bacteria
JHWS01000001.1_315@GCA_000687675.1_351_447,#0173b2,Bacteria
MCQ2081837.1@GCA_024399135.1_425_521,#0173b2,Bacteria
MBE5848420.1@GCA_015056735.1_421_517,#0173b2,Bacteria
ONRZ01000039.1_6@GCA_900320345.1_420_516,#0173b2,Bacteria
MBR6380466.1@GCA_017543485.1_424_520,#0173b2,Bacteria
MBR6325893.1@GCA_017544405.1_424_520,#0173b2,Bacteria
DGTK01000013.1_41@GCA_002393735.1_403_499,#0173b2,Bacteria
CADAOY010000002.1_73@GCA_902789665.1_403_499,#0173b2,Bacteria
JAETTM010000034.1_22@GCA_021769135.1_425_521,#0173b2,Bacteria
CAJTKK010000017.1_29@GCA_910576535.1_425_521,#0173b2,Bacteria
CAJTWM010000007.1_92@GCA_910579805.1_419_515,#0173b2,Bacteria
JAEDFR010000172.1_4@GCA_016297945.1_422_518,#0173b2,Bacteria
ONHB01000016.1_22@GCA_900317505.1_422_518,#0173b2,Bacteria
MCH5280840.1@GCA_022510725.1_422_518,#0173b2,Bacteria
HIV91615.1@GCA_019113175.1_421_517,#0173b2,Bacteria
UQVK01000018.1_19@GCA_900544445.1_405_501,#0173b2,Bacteria
HJC57683.1@GCA_019119815.1_421_517,#0173b2,Bacteria
VSOB01000012.1_13@GCA_009774625.1_421_517,#0173b2,Bacteria
CAJUNB010000001.1_21@GCA_910587635.1_405_501,#0173b2,Bacteria
CAJULA010000026.1_2@GCA_910587155.1_422_518,#0173b2,Bacteria
CAJUCC010000050.1_33@GCA_910585205.1_420_516,#0173b2,Bacteria
CAJUSK010000024.1_36@GCA_910589075.1_421_517,#0173b2,Bacteria
CAJUDS010000012.1_19@GCA_910585345.1_421_517,#0173b2,Bacteria
CAKRYY010000011.1_20@GCA_934432885.1_405_501,#0173b2,Bacteria
MBO5095199.1@GCA_017621975.1_421_517,#0173b2,Bacteria
DEUB01000042.1_7@GCA_002362385.1_422_518,#0173b2,Bacteria
CAJTCE010000001.1_310@GCA_910574745.1_429_525,#0173b2,Bacteria
NLL78742.1@GCA_012520645.1_426_522,#0173b2,Bacteria
MBQ8591642.1@GCA_017472325.1_423_519,#0173b2,Bacteria
UQDA01000005.1_70@GCA_900539715.1_426_522,#0173b2,Bacteria
URRW01000034.1_13@GCA_900550285.1_423_519,#0173b2,Bacteria
DCHL01000171.1_21@GCA_002317595.1_438_534,#0173b2,Bacteria
DESQ01000044.1_51@GCA_002361355.1_414_510,#0173b2,Bacteria
MCM1422882.1@GCA_023666335.1_414_510,#0173b2,Bacteria
VSNG01000028.1_2@GCA_009774175.1_424_520,#0173b2,Bacteria
CAJTEY010000007.1_66@GCA_910575775.1_416_512,#0173b2,Bacteria
MBQ7065577.1@GCA_017436305.1_420_516,#0173b2,Bacteria
MBR1691625.1@GCA_017476765.1_419_515,#0173b2,Bacteria
JAEVYY010000003.1_51@GCA_023392535.1_423_519,#0173b2,Bacteria
JAEWSH010000073.1_56@GCA_023398375.1_423_519,#0173b2,Bacteria
DJNY01000055.1_23@GCA_002441865.1_425_521,#0173b2,Bacteria
MBQ8199343.1@GCA_017465095.1_425_521,#0173b2,Bacteria
MBQ8526876.1@GCA_017482005.1_425_521,#0173b2,Bacteria
MCI6629249.1@GCA_022779165.1_421_517,#0173b2,Bacteria
DFGA01000012.1_18@GCA_002371615.1_424_520,#0173b2,Bacteria
MBQ6129976.1@GCA_017432845.1_424_520,#0173b2,Bacteria
JAEEJD010000194.1_7@GCA_016281675.1_424_520,#0173b2,Bacteria
AP018536.1_755@GCA_003584705.1_427_523,#0173b2,Bacteria
MBP5198925.1@GCA_017958585.1_422_518,#0173b2,Bacteria
MCR5254966.1@GCA_024695935.1_422_518,#0173b2,Bacteria
USGM01000088.1_3@GCA_900554205.1_423_519,#0173b2,Bacteria
CAAEHZ010000406.1_3@GCA_900755865.1_182_278,#0173b2,Bacteria
MCM1237750.1@GCA_023664345.1_424_520,#0173b2,Bacteria
WP_103240823.1@GCF_024623325.1_422_518,#0173b2,Bacteria
JAJXRY010000001.1_2418@GCA_021628825.1_273_369,#0173b2,Bacteria
HIW80550.1@GCA_019114005.1_425_521,#0173b2,Bacteria
CAJTPU010000009.1_40@GCA_910578335.1_428_524,#0173b2,Bacteria
MBQ7781704.1@GCA_017482205.1_427_523,#0173b2,Bacteria
URUY01000036.1_12@GCA_900551115.1_429_525,#0173b2,Bacteria
MBS7341131.1@GCA_018384375.1_425_521,#0173b2,Bacteria
DFKT01000015.1_6@GCA_002373595.1_425_521,#0173b2,Bacteria
CADANR010000033.1_13@GCA_902789265.1_403_499,#0173b2,Bacteria
CADCOL010000215.1_5@GCA_902803015.1_421_517,#0173b2,Bacteria
MBQ8139397.1@GCA_017469945.1_429_525,#0173b2,Bacteria
CADATP010000015.1_36@GCA_902790935.1_429_525,#0173b2,Bacteria
MBR5338219.1@GCA_017550165.1_330_426,#0173b2,Bacteria
DFKO01000159.1_8@GCA_002373855.1_441_537,#0173b2,Bacteria
MBR1477880.1@GCA_017483735.1_426_522,#0173b2,Bacteria
MBE5895101.1@GCA_015057055.1_376_472,#0173b2,Bacteria
DLAJ01000008.1_34@GCA_002493905.1_438_534,#0173b2,Bacteria
RYVZ01000011.1_69@GCA_003979345.1_429_525,#0173b2,Bacteria
MCM1537729.1@GCA_023667365.1_430_526,#0173b2,Bacteria
MBD5483343.1@GCA_014804425.1_432_528,#0173b2,Bacteria
MBD5531257.1@GCA_014804755.1_435_531,#0173b2,Bacteria
CACZBZ010000009.1_14@GCA_902779505.1_426_522,#0173b2,Bacteria
URSA01000014.1_40@GCA_900550475.1_429_525,#0173b2,Bacteria
MBR3102269.1@GCA_017508825.1_404_500,#0173b2,Bacteria
MBO6208578.1@GCA_017634975.1_404_500,#0173b2,Bacteria
MBP3755151.1@GCA_017940415.1_425_521,#0173b2,Bacteria
MBP5702654.1@GCA_017964745.1_425_521,#0173b2,Bacteria
CACWJQ010000009.1_29@GCA_902761225.1_422_518,#0173b2,Bacteria
MBO5158530.1@GCA_017622875.1_434_530,#0173b2,Bacteria
CAAFXE010000117.1_16@GCA_900766915.1_437_533,#0173b2,Bacteria
ONGY01000025.1_3@GCA_900317475.1_425_521,#0173b2,Bacteria
ONQW01000092.1_8@GCA_900320025.1_211_307,#0173b2,Bacteria
ONMH01000005.1_24@GCA_900318875.1_420_516,#0173b2,Bacteria
ONHF01000003.1_20@GCA_900317555.1_422_518,#0173b2,Bacteria
SFDP01000028.1_10@GCA_004558185.1_423_519,#0173b2,Bacteria
MBQ9990520.1@GCA_017439665.1_423_519,#0173b2,Bacteria
MBR3606569.1@GCA_017520155.1_423_519,#0173b2,Bacteria
MBR5577565.1@GCA_017558205.1_423_519,#0173b2,Bacteria
MBR4984044.1@GCA_017555455.1_423_519,#0173b2,Bacteria
MBR5597645.1@GCA_017558145.1_423_519,#0173b2,Bacteria
CAAGLJ010000230.1_5@GCA_900770785.1_423_519,#0173b2,Bacteria
MBQ8326568.1@GCA_017463255.1_425_521,#0173b2,Bacteria
MBO4988256.1@GCA_017621115.1_424_520,#0173b2,Bacteria
OLA60348.1@GCA_001916965.1_423_519,#0173b2,Bacteria
DEPD01000153.1_35@GCA_002358575.1_421_517,#0173b2,Bacteria
JAAZZQ010000085.1_168@GCA_014239155.1_421_517,#0173b2,Bacteria
CAJUAE010000112.1_4@GCA_910583965.1_422_518,#0173b2,Bacteria
DKUL01000010.1_47@GCA_002490665.1_420_516,#0173b2,Bacteria
CAJUES010000013.1_5@GCA_910585765.1_421_517,#0173b2,Bacteria
JAEEVF010000006.1_123@GCA_016290775.1_429_525,#0173b2,Bacteria
MBO4376310.1@GCA_017614185.1_428_524,#0173b2,Bacteria
MBO4808502.1@GCA_017619295.1_425_521,#0173b2,Bacteria
SDA62859.1@GCA_900103495.1_425_521,#0173b2,Bacteria
MBR5993568.1@GCA_017553505.1_412_508,#0173b2,Bacteria
MBE5868255.1@GCA_015056865.1_428_524,#0173b2,Bacteria
MBQ7358886.1@GCA_017453065.1_431_527,#0173b2,Bacteria
MBR3761945.1@GCA_017516285.1_423_519,#0173b2,Bacteria
MCD7737786.1@GCA_021199405.1_420_516,#0173b2,Bacteria
MCD7805709.1@GCA_021200345.1_418_514,#0173b2,Bacteria
MCD8326998.1@GCA_021205045.1_420_516,#0173b2,Bacteria
MCD7750934.1@GCA_021199495.1_423_519,#0173b2,Bacteria
MCD8379959.1@GCA_021205565.1_423_519,#0173b2,Bacteria
MCD7863744.1@GCA_021200995.1_423_519,#0173b2,Bacteria
MCD8069108.1@GCA_021202575.1_390_486,#0173b2,Bacteria
MCD8130529.1@GCA_021203305.1_390_486,#0173b2,Bacteria
MSHD01000034.1_43@GCA_001941045.1_381_477,#0173b2,Bacteria
CAJTFW010000015.1_4@GCA_910575445.1_367_463,#0173b2,Bacteria
CAJTCV010000017.1_38@GCA_910574805.1_383_479,#0173b2,Bacteria
MBQ4529925.1@GCA_017399445.1_416_512,#0173b2,Bacteria
MCI8416199.1@GCA_022791975.1_441_537,#0173b2,Bacteria
CAJTDE010000003.1_133@GCA_910574835.1_440_536,#0173b2,Bacteria
WP_186872712.1@GCF_014290175.1_439_535,#0173b2,Bacteria
CAJTHL010000004.1_124@GCA_910576205.1_440_536,#0173b2,Bacteria
HAT90254.1@GCA_003483745.1_418_514,#0173b2,Bacteria
WP_118209870.1@GCF_014287515.2_418_514,#0173b2,Bacteria
WP_006856288.1@GCF_900537995.1_418_514,#0173b2,Bacteria
WP_014078615.1@GCF_000225345.1_416_512,#0173b2,Bacteria
URUD01000044.1_14@GCA_900550935.1_418_514,#0173b2,Bacteria
UQNW01000001.1_114@GCA_900542495.1_416_512,#0173b2,Bacteria
WP_007884677.1@GCF_000174195.1_416_512,#0173b2,Bacteria
CAAELX010000054.1_43@GCA_900756925.1_422_518,#0173b2,Bacteria
MCI5621640.1@GCA_022766245.1_410_506,#0173b2,Bacteria
UQCD01000005.1_71@GCA_900539455.1_407_503,#0173b2,Bacteria
CALWSG010000052.1_10@GCA_944384155.1_406_502,#0173b2,Bacteria
MBQ9766397.1@GCA_017456585.1_437_533,#0173b2,Bacteria
MCI5051465.1@GCA_022763365.1_285_383,#0173b2,Bacteria
MBE5921894.1@GCA_015057275.1_420_516,#0173b2,Bacteria
MBE5964250.1@GCA_015057605.1_416_514,#0173b2,Bacteria
MBT9259099.1@GCA_018729555.1_96_207,#0173b2,Bacteria
PUKG01000306.1_3@GCA_003550445.1_238_334,#0173b2,Bacteria
PWGV01000135.1_4@GCA_003554585.1_240_336,#0173b2,Bacteria
SKTZ01000061.1_5@GCA_007122335.1_238_334,#0173b2,Bacteria
PUNE01000013.1_77@GCA_003551665.1_238_334,#0173b2,Bacteria
PUNT01000198.1_17@GCA_003551905.1_244_340,#0173b2,Bacteria
RMF93462.1@GCA_003696125.1_162_258,#0173b2,Bacteria
MBF8436741.1@GCA_015666175.1_246_342,#0173b2,Bacteria
PWEJ01000016.1_15@GCA_003553485.1_254_350,#0173b2,Bacteria
MBB16170.1@GCA_002709695.1_237_333,#0173b2,Bacteria
JAJRTO010000418.1_20@GCA_024278235.1_220_316,#0173b2,Bacteria
DYKD01000038.1_15@GCA_020722765.1_295_391,#0173b2,Bacteria
MBU0700752.1@GCA_018814245.1_229_325,#0173b2,Bacteria
APCU01000006.1_12@GCA_000347575.1_292_388,#0173b2,Bacteria
RLE13256.1@GCA_003648845.1_198_297,#0173b2,Bacteria
HHY37478.1@GCA_012842575.1_361_457,#0173b2,Bacteria
MCP3981669.1@GCA_024226515.1_151_247,#0173b2,Bacteria
DKFO01000072.1_25@GCA_002452835.1_548_644,#0173b2,Bacteria
HAJ33485.1@GCA_003451675.1_548_644,#0173b2,Bacteria
JAGYIZ010000009.1_31@GCA_018402425.1_544_640,#0173b2,Bacteria
MBN2395656.1@GCA_016934875.1_548_644,#0173b2,Bacteria
NLL62448.1@GCA_012520575.1_551_647,#0173b2,Bacteria
HAJ31911.1@GCA_003451675.1_386_482,#0173b2,Bacteria
MBU1291813.1@GCA_018819665.1_372_468,#0173b2,Bacteria
MBE3091095.1@GCA_014894735.1_457_553,#0173b2,Bacteria
HER24117.1@GCA_011056645.1_431_527,#0173b2,Bacteria
RXG63790.1@GCA_003575245.1_385_481,#0173b2,Bacteria
HBY57961.1@GCA_003513845.1_386_482,#0173b2,Bacteria
MBU4603233.1@GCA_018903015.1_385_481,#0173b2,Bacteria
ASNI01000022.1_4@GCA_000404785.1_270_366,#0173b2,Bacteria
MBC8313656.1@GCA_014382495.1_253_349,#0173b2,Bacteria
MBC8526510.1@GCA_014384665.1_253_349,#0173b2,Bacteria
MCK4357532.1@GCA_023129415.1_257_353,#0173b2,Bacteria
DIKQ01000005.1_499@GCA_002424605.1_508_604,#0173b2,Bacteria
DJGX01000031.1_20@GCA_002432865.1_299_395,#0173b2,Bacteria
MCK9610369.1@GCA_023227825.1_300_396,#0173b2,Bacteria
JAEZUG010000044.1_15@GCA_023421135.1_306_402,#0173b2,Bacteria
NLW19154.1@GCA_012728875.1_302_398,#0173b2,Bacteria
HHE37897.1@GCA_011372345.1_218_314,#0173b2,Bacteria
MCD4796281.1@GCA_021108055.1_208_304,#0173b2,Bacteria
MBP7563122.1@GCA_017998585.1_452_548,#0173b2,Bacteria
MCL2064252.1@GCA_009777575.1_299_395,#0173b2,Bacteria
VFKJ01000852.1_5@GCA_009885595.1_153_249,#0173b2,Bacteria
MBE2252386.1@GCA_014879945.1_155_251,#0173b2,Bacteria
JALHOS010000072.1_20@GCA_022842905.1_119_215,#0173b2,Bacteria
MBK7859564.1@GCA_016714225.1_154_250,#0173b2,Bacteria
WP_044187155.1@GCF_000737315.1_149_245,#0173b2,Bacteria
WP_239470824.1@GCF_016887565.1_141_237,#0173b2,Bacteria
WP_306818464.1@GCF_024623785.1_194_290,#0173b2,Bacteria
WP_163780293.1@GCF_010894475.1_201_297,#0173b2,Bacteria
