DATASET_COLORSTRIP
SEPARATOR COMMA
DATASET_LABEL,Domain
COLOR,#d55e00
COLOR_BRANCHES,1
SHOW_STRIP_LABELS,0
STRIP_LABEL_COLOR,#ffffff
LEGEND_TITLE,Domain
JAJZBJ010000092.1_10@GCA_021798975.1_110_166,#0173b2,Bacteria
WP_169101071.1@GCF_012933365.1_127_183,#0173b2,Bacteria
CALVWJ010000022.1_5@GCA_944366945.1_272_328,#0173b2,Bacteria
MBO5967472.1@GCA_017632155.1_189_246,#0173b2,Bacteria
WP_084556185.1@GCF_003751945.1_124_181,#0173b2,Bacteria
JAHEJN010000198.1_2@GCA_024638845.1_254_311,#0173b2,Bacteria
CAJOIU010000014.1_25@GCA_905234855.1_254_311,#0173b2,Bacteria
WP_251606361.1@GCF_023703085.1_303_355,#0173b2,Bacteria
WP_097042528.1@GCF_900215625.1_252_304,#0173b2,Bacteria
WP_091582600.1@GCF_002886255.1_176_233,#0173b2,Bacteria
WP_158735538.1@GCF_009765375.1_173_229,#0173b2,Bacteria
MCI8633729.1@GCA_022794035.1_690_746,#0173b2,Bacteria
JAEEHY010000174.1_23@GCA_016281085.1_178_235,#0173b2,Bacteria
MCK9479867.1@GCA_023228885.1_79_136,#0173b2,Bacteria
CAJTFH010000003.1_16@GCA_910575545.1_8_65,#0173b2,Bacteria
MCH5167537.1@GCA_022508565.1_8_65,#0173b2,Bacteria
MBQ8973430.1@GCA_017460585.1_195_250,#0173b2,Bacteria
CALWPV010000058.1_4@GCA_944383515.1_699_755,#0173b2,Bacteria
CALWPV010000058.1_4@GCA_944383515.1_786_842,#0173b2,Bacteria
MCI8633729.1@GCA_022794035.1_770_826,#0173b2,Bacteria
MCI8633729.1@GCA_022794035.1_852_908,#0173b2,Bacteria
MCI8633729.1@GCA_022794035.1_927_983,#0173b2,Bacteria
WP_068777112.1@GCF_001541095.1_273_329,#0173b2,Bacteria
WP_157337644.1@GCF_009757775.1_273_329,#0173b2,Bacteria
WP_185134476.1@GCF_014212175.1_258_314,#0173b2,Bacteria
WP_138790793.1@GCF_005938195.1_258_314,#0173b2,Bacteria
WP_068777112.1@GCF_001541095.1_203_259,#0173b2,Bacteria
WP_157337644.1@GCF_009757775.1_203_259,#0173b2,Bacteria
WP_138790793.1@GCF_005938195.1_188_244,#0173b2,Bacteria
WP_185134476.1@GCF_014212175.1_188_244,#0173b2,Bacteria
LFTC01000066.1_37@GCA_001512915.1_322_379,#0173b2,Bacteria
CAKSCM010000012.1_8@GCA_934444365.1_8_64,#0173b2,Bacteria
WP_179756157.1@GCF_013407955.1_206_263,#0173b2,Bacteria
JAAFHZ010000009.1_50@GCA_013297675.1_204_261,#0173b2,Bacteria
WP_234121779.1@GCF_021432385.1_121_177,#0173b2,Bacteria
MBR6428153.1@GCA_017539215.1_520_576,#0173b2,Bacteria
JAEWTV010000017.1_78@GCA_023397675.1_8_65,#0173b2,Bacteria
JAEZTC010000015.1_39@GCA_023421675.1_8_65,#0173b2,Bacteria
DBTX01000082.1_13@GCA_002307275.1_8_65,#0173b2,Bacteria
JAEZMC010000001.1_2@GCA_023435805.1_8_65,#0173b2,Bacteria
DGEQ01000055.1_10@GCA_002386045.1_8_65,#0173b2,Bacteria
NLK87246.1@GCA_012519745.1_8_65,#0173b2,Bacteria
JAEYYB010000067.1_2@GCA_023430975.1_12_69,#0173b2,Bacteria
WP_036944359.1@GCF_001262605.1_8_65,#0173b2,Bacteria
JAEYRB010000010.1_42@GCA_023409735.1_8_65,#0173b2,Bacteria
WP_066190350.1@GCF_900086715.1_91_148,#0173b2,Bacteria
WP_020457785.1@GCF_000015865.1_8_65,#0173b2,Bacteria
WP_038289431.1@GCF_000521465.1_8_65,#0173b2,Bacteria
WP_113920704.1@GCF_003317055.1_8_63,#0173b2,Bacteria
WP_054875407.1@GCF_001317355.1_8_65,#0173b2,Bacteria
JAEZUI010000100.1_6@GCA_023421115.1_8_65,#0173b2,Bacteria
OQB22823.1@GCA_002070205.1_8_65,#0173b2,Bacteria
QKEK01000068.1_7@GCA_003251775.1_8_64,#0173b2,Bacteria
NLI58055.1@GCA_012517995.1_8_65,#0173b2,Bacteria
MBP3301429.1@GCA_017934975.1_8_65,#0173b2,Bacteria
CAAFRB010000098.1_11@GCA_900765095.1_10_67,#0173b2,Bacteria
CALXZO010000003.1_8@GCA_944393265.1_8_65,#0173b2,Bacteria
MBQ8298984.1@GCA_017462965.1_8_65,#0173b2,Bacteria
MBQ9266762.1@GCA_017469545.1_8_65,#0173b2,Bacteria
DJXP01000004.1_55@GCA_002449785.1_8_65,#0173b2,Bacteria
USEI01000002.1_50@GCA_900553685.1_8_65,#0173b2,Bacteria
CAKOXT010000006.1_28@GCA_934130285.1_8_65,#0173b2,Bacteria
CAKPEG010000005.1_33@GCA_934149275.1_8_65,#0173b2,Bacteria
USFR01000013.1_20@GCA_900553945.1_8_65,#0173b2,Bacteria
USQZ01000002.1_55@GCA_900556975.1_8_65,#0173b2,Bacteria
CAKPDW010000003.1_26@GCA_934149115.1_8_65,#0173b2,Bacteria
CALXET010000008.1_39@GCA_944387405.1_8_65,#0173b2,Bacteria
MCI8965673.1@GCA_022796725.1_8_65,#0173b2,Bacteria
CAKMVZ010000004.1_91@GCA_928721915.1_8_65,#0173b2,Bacteria
MBO5397663.1@GCA_017625465.1_8_65,#0173b2,Bacteria
CAKPEV010000009.1_20@GCA_934149405.1_8_65,#0173b2,Bacteria
CAKOYB010000001.1_98@GCA_934130435.1_8_65,#0173b2,Bacteria
USCV01000067.1_2@GCA_900553225.1_9_66,#0173b2,Bacteria
MBR6800568.1@GCA_017531485.1_8_65,#0173b2,Bacteria
CAKPIK010000001.1_89@GCA_934162365.1_8_65,#0173b2,Bacteria
CAKPSF010000001.1_269@GCA_934183305.1_8_65,#0173b2,Bacteria
CALXNI010000019.1_6@GCA_944389715.1_8_65,#0173b2,Bacteria
CALXWO010000006.1_17@GCA_944392485.1_8_65,#0173b2,Bacteria
MBP3284167.1@GCA_017934955.1_25_82,#0173b2,Bacteria
MCI8833620.1@GCA_022795675.1_8_65,#0173b2,Bacteria
MBE5820071.1@GCA_015056485.1_8_65,#0173b2,Bacteria
CALXQB010000044.1_2@GCA_944390445.1_9_65,#0173b2,Bacteria
CALXRW010000002.1_57@GCA_944390965.1_9_65,#0173b2,Bacteria
CALWZV010000035.1_11@GCA_944386115.1_8_65,#0173b2,Bacteria
CAJGDF010000024.1_8@GCA_904502105.1_8_65,#0173b2,Bacteria
MBO5035553.1@GCA_017621705.1_8_65,#0173b2,Bacteria
MBE6895727.1@GCA_015067385.1_8_65,#0173b2,Bacteria
MBE6891512.1@GCA_015067305.1_8_65,#0173b2,Bacteria
MBQ7014793.1@GCA_017441125.1_8_65,#0173b2,Bacteria
CAJLLT010000014.1_58@GCA_905207625.1_8_65,#0173b2,Bacteria
JAENYN010000071.1_3@GCA_016841765.1_105_162,#0173b2,Bacteria
WP_074585963.1@GCF_900099975.1_286_339,#0173b2,Bacteria
WP_120520584.1@GCF_003614925.1_291_342,#0173b2,Bacteria
MCR4398915.1@GCA_024653225.1_36_93,#0173b2,Bacteria
CAA9472578.1@GCA_902806205.1_26_83,#0173b2,Bacteria
JADDQZ010000035.1_38@GCA_016781085.1_41_98,#0173b2,Bacteria
MBA3264190.1@GCA_013813135.1_27_84,#0173b2,Bacteria
TML78771.1@GCA_005883295.1_29_86,#0173b2,Bacteria
TML32708.1@GCA_005883335.1_60_116,#0173b2,Bacteria
TML55096.1@GCA_005884155.1_24_81,#0173b2,Bacteria
MBN1528753.1@GCA_016929195.1_20_77,#0173b2,Bacteria
JAIBJN010000010.1_1@GCA_020029595.1_28_82,#0173b2,Bacteria
DHWI01000195.1_2@GCA_002413095.1_25_82,#0173b2,Bacteria
TMM23106.1@GCA_005884005.1_27_84,#0173b2,Bacteria
DIFF01000010.1_8@GCA_002419005.1_8_65,#0173b2,Bacteria
MBQ9106286.1@GCA_017467405.1_8_65,#0173b2,Bacteria
NLM21892.1@GCA_012521215.1_8_65,#0173b2,Bacteria
MCS6891697.1@GCA_025057055.1_15_72,#0173b2,Bacteria
JAJFLN010000296.1_7@GCA_021772705.1_8_64,#0173b2,Bacteria
WP_215831258.1@GCF_018835585.1_32_87,#0173b2,Bacteria
NBV99878.1@GCA_009924885.1_8_64,#0173b2,Bacteria
WP_106290508.1@GCF_003002875.1_10_64,#0173b2,Bacteria
CADEDU010000040.1_8@GCA_902826155.1_8_63,#0173b2,Bacteria
MBK8017206.1@GCA_016713305.1_8_62,#0173b2,Bacteria
WP_210805875.1@GCF_018069865.1_9_64,#0173b2,Bacteria
JALHMG010000034.1_3@GCA_022844135.1_8_63,#0173b2,Bacteria
TAN49897.1@GCA_004299145.1_58_114,#0173b2,Bacteria
CADEEH010000018.1_45@GCA_902826305.1_32_87,#0173b2,Bacteria
CADEEH010000019.1_41@GCA_902826305.1_9_64,#0173b2,Bacteria
MCM3874339.1@GCA_023717565.1_8_63,#0173b2,Bacteria
DDTD01000057.1_5@GCA_002344005.1_8_64,#0173b2,Bacteria
MCB9215174.1@GCA_020635205.1_8_64,#0173b2,Bacteria
NQU77365.1@GCA_013203415.1_8_64,#0173b2,Bacteria
OOO01220.1@GCA_002007425.1_8_64,#0173b2,Bacteria
JAABRR010000001.1_7@GCA_011390785.1_8_64,#0173b2,Bacteria
TVQ16458.1@GCA_007694165.1_8_64,#0173b2,Bacteria
MBK8564388.1@GCA_016714985.1_8_64,#0173b2,Bacteria
MCO5268992.1@GCA_023957385.1_11_67,#0173b2,Bacteria
MBQ2953577.1@GCA_017410455.1_164_221,#0173b2,Bacteria
MCB1423174.1@GCA_020441735.1_1_55,#0173b2,Bacteria
WP_218143158.1@GCF_900110505.1_168_230,#0173b2,Bacteria
CALWPV010000058.1_4@GCA_944383515.1_872_928,#0173b2,Bacteria
NEQ30033.1@GCA_010671965.1_323_379,#0173b2,Bacteria
NJN01068.1@GCA_012032345.1_323_379,#0173b2,Bacteria
MBD0336815.1@GCA_014534385.1_237_293,#0173b2,Bacteria
WP_190480904.1@GCF_014696715.1_237_293,#0173b2,Bacteria
WP_080805312.1@GCF_002075285.3_219_275,#0173b2,Bacteria
NEQ30033.1@GCA_010671965.1_187_243,#0173b2,Bacteria
NJN01068.1@GCA_012032345.1_187_243,#0173b2,Bacteria
MBW4485567.1@GCA_019358835.1_218_274,#0173b2,Bacteria
WP_073610533.1@GCF_014696675.1_219_275,#0173b2,Bacteria
WP_190698292.1@GCF_014696135.1_219_275,#0173b2,Bacteria
WP_190753061.1@GCF_014695395.1_219_275,#0173b2,Bacteria
WP_169613543.1@GCF_012911975.1_218_274,#0173b2,Bacteria
WP_169613543.1@GCF_012911975.1_301_357,#0173b2,Bacteria
NEQ30033.1@GCA_010671965.1_255_311,#0173b2,Bacteria
NJN01068.1@GCA_012032345.1_255_311,#0173b2,Bacteria
WP_067775841.1@GCF_001548375.1_245_302,#0173b2,Bacteria
WP_224244626.1@GCF_020103725.1_337_405,#0173b2,Bacteria
MBW4485567.1@GCA_019358835.1_296_352,#0173b2,Bacteria
WP_073610533.1@GCF_014696675.1_297_353,#0173b2,Bacteria
WP_190698292.1@GCF_014696135.1_297_353,#0173b2,Bacteria
WP_190753061.1@GCF_014695395.1_297_353,#0173b2,Bacteria
MBW4485567.1@GCA_019358835.1_378_434,#0173b2,Bacteria
WP_073610533.1@GCF_014696675.1_379_435,#0173b2,Bacteria
WP_190698292.1@GCF_014696135.1_379_435,#0173b2,Bacteria
WP_190753061.1@GCF_014695395.1_379_435,#0173b2,Bacteria
WP_169613543.1@GCF_012911975.1_378_434,#0173b2,Bacteria
HBS71277.1@GCA_003511885.1_213_272,#0173b2,Bacteria
WP_305069157.1@GCF_024178385.1_213_272,#0173b2,Bacteria
MBD0336815.1@GCA_014534385.1_305_361,#0173b2,Bacteria
WP_190480904.1@GCF_014696715.1_305_361,#0173b2,Bacteria
WP_080805312.1@GCF_002075285.3_287_343,#0173b2,Bacteria
WP_052012933.1@GCF_000513135.1_357_408,#0173b2,Bacteria
WP_066150769.1@GCF_002109385.1_357_408,#0173b2,Bacteria
WP_144450714.1@GCF_007830185.1_359_410,#0173b2,Bacteria
WP_085449725.1@GCF_002109385.1_258_309,#0173b2,Bacteria
WP_163176991.1@GCF_011008845.1_356_407,#0173b2,Bacteria
WP_246944053.1@GCF_023036475.1_356_407,#0173b2,Bacteria
WP_085449725.1@GCF_002109385.1_185_236,#0173b2,Bacteria
WP_096435608.1@GCF_002352765.1_253_304,#0173b2,Bacteria
MBE6765589.1@GCA_015065975.1_232_288,#0173b2,Bacteria
MBQ8399544.1@GCA_017452335.1_162_218,#0173b2,Bacteria
CACWOX010000005.1_104@GCA_902762615.1_215_271,#0173b2,Bacteria
WP_019507877.1@GCF_000332195.1_249_305,#0173b2,Bacteria
CADBZY010000013.1_14@GCA_902799245.1_209_265,#0173b2,Bacteria
ONID01000005.1_21@GCA_900317765.1_209_265,#0173b2,Bacteria
MBQ4397321.1@GCA_017395425.1_225_281,#0173b2,Bacteria
CADCNI010000013.1_15@GCA_902802795.1_218_274,#0173b2,Bacteria
MBR6428153.1@GCA_017539215.1_269_325,#0173b2,Bacteria
MBE6713276.1@GCA_015065325.1_435_491,#0173b2,Bacteria
CADBQA010000156.1_6@GCA_902796675.1_269_324,#0173b2,Bacteria
MBR6428153.1@GCA_017539215.1_353_409,#0173b2,Bacteria
MBR6428153.1@GCA_017539215.1_441_497,#0173b2,Bacteria
CALVLD010000002.1_74@GCA_944336475.1_173_230,#0173b2,Bacteria
WP_113921629.1@GCF_003317055.1_93_150,#0173b2,Bacteria
MBW4690089.1@GCA_019359395.1_213_269,#0173b2,Bacteria
WP_191762022.1@GCF_014831675.1_213_269,#0173b2,Bacteria
WP_226890045.1@GCF_014904695.1_213_269,#0173b2,Bacteria
WP_224411261.1@GCF_020144665.1_315_371,#0173b2,Bacteria
NEP00016.1@GCA_010692645.1_179_235,#0173b2,Bacteria
WP_044500723.1@GCF_000316625.1_175_231,#0173b2,Bacteria
WP_190970068.1@GCF_014698475.1_175_231,#0173b2,Bacteria
WP_193789881.1@GCF_001548375.1_231_287,#0173b2,Bacteria
CAJTYF010000006.1_5@GCA_910583945.1_207_263,#0173b2,Bacteria
CAIVPQ010000179.1_14@GCA_903907835.1_94_151,#0173b2,Bacteria
VFKC01000099.1_32@GCA_009885745.1_94_151,#0173b2,Bacteria
WFOA01000038.1_13@GCA_015488325.1_113_172,#0173b2,Bacteria
WP_202978936.1@GCF_002075285.3_201_257,#0173b2,Bacteria
CAJFTV010000101.1_8@GCA_904420055.1_11_67,#0173b2,Bacteria
CALVLD010000014.1_2@GCA_944336475.1_8_65,#0173b2,Bacteria
MBR6096043.1@GCA_017542425.1_8_65,#0173b2,Bacteria
MSGV01000008.1_1@GCA_001940845.1_8_65,#0173b2,Bacteria
MCH5278332.1@GCA_022510765.1_8_65,#0173b2,Bacteria
DKUE01000007.1_48@GCA_002490525.1_8_65,#0173b2,Bacteria
UQFM01000005.1_21@GCA_900540295.1_8_64,#0173b2,Bacteria
MCL2507946.1@GCA_009779495.1_9_64,#0173b2,Bacteria
MBE6883858.1@GCA_015067185.1_8_64,#0173b2,Bacteria
CAJJKN010000001.1_199@GCA_905188085.1_8_65,#0173b2,Bacteria
MBQ4382271.1@GCA_017400415.1_7_64,#0173b2,Bacteria
CAKSWM010000051.1_7@GCA_934511545.1_8_65,#0173b2,Bacteria
CAKSXP010000136.1_3@GCA_934515035.1_8_65,#0173b2,Bacteria
ONPN01000019.1_5@GCA_900319695.1_9_65,#0173b2,Bacteria
MCI9467863.1@GCA_022800755.1_8_65,#0173b2,Bacteria
JAEDIN010000006.1_4@GCA_016292445.1_8_65,#0173b2,Bacteria
ONPF01000006.1_12@GCA_900319635.1_8_65,#0173b2,Bacteria
NLN05341.1@GCA_012522035.1_8_65,#0173b2,Bacteria
LFSO01000007.1_22@GCA_001512765.1_8_65,#0173b2,Bacteria
MBR3809478.1@GCA_017521425.1_8_65,#0173b2,Bacteria
UQXE01000023.1_25@GCA_900544965.1_8_65,#0173b2,Bacteria
URFJ01000028.1_6@GCA_900547135.1_8_65,#0173b2,Bacteria
CAKSDA010000003.1_34@GCA_934444895.1_8_65,#0173b2,Bacteria
MBE6761970.1@GCA_015065925.1_8_65,#0173b2,Bacteria
MBQ5765495.1@GCA_017382915.1_12_64,#0173b2,Bacteria
MBO5105312.1@GCA_017622415.1_8_65,#0173b2,Bacteria
MBQ7107591.1@GCA_017436225.1_8_65,#0173b2,Bacteria
MBR3975394.1@GCA_017517135.1_8_65,#0173b2,Bacteria
CCY90626.1@GCA_000432435.1_5_62,#0173b2,Bacteria
MBQ7036780.1@GCA_017436645.1_8_64,#0173b2,Bacteria
CADBRR010000014.1_31@GCA_902797145.1_11_68,#0173b2,Bacteria
JAEDJH010000002.1_7@GCA_016296415.1_8_65,#0173b2,Bacteria
SFDB01000028.1_2@GCA_004558825.1_8_65,#0173b2,Bacteria
CALVWJ010000001.1_117@GCA_944366945.1_80_137,#0173b2,Bacteria
UREK01000013.1_31@GCA_900546845.1_152_209,#0173b2,Bacteria
MBE5785467.1@GCA_015056105.1_123_180,#0173b2,Bacteria
DCKB01000003.1_75@GCA_002320595.1_80_137,#0173b2,Bacteria
UREK01000013.1_31@GCA_900546845.1_80_137,#0173b2,Bacteria
CALVWJ010000001.1_117@GCA_944366945.1_8_65,#0173b2,Bacteria
MBE5785467.1@GCA_015056105.1_51_108,#0173b2,Bacteria
UREK01000013.1_31@GCA_900546845.1_8_65,#0173b2,Bacteria
DCKB01000003.1_75@GCA_002320595.1_8_65,#0173b2,Bacteria
WP_116020995.1@GCF_003386555.1_179_236,#0173b2,Bacteria
SEM11187.1@GCA_900109875.1_132_188,#0173b2,Bacteria
JAHDOA010000018.1_117@GCA_018435055.1_35_93,#0173b2,Bacteria
JAEWCC010000014.1_17@GCA_023390815.1_243_300,#0173b2,Bacteria
JAEWTL010000043.1_28@GCA_023459495.1_249_306,#0173b2,Bacteria
JAEWTW010000057.1_34@GCA_023397655.1_276_333,#0173b2,Bacteria
JAEWWC010000237.1_5@GCA_023396555.1_435_492,#0173b2,Bacteria
JAEZCT010000046.1_2@GCA_023433405.1_276_333,#0173b2,Bacteria
JAEWTW010000057.1_34@GCA_023397655.1_377_434,#0173b2,Bacteria
JAEWTW010000057.1_34@GCA_023397655.1_462_519,#0173b2,Bacteria
JAEWWC010000237.1_5@GCA_023396555.1_530_587,#0173b2,Bacteria
JAEWWC010000237.1_5@GCA_023396555.1_611_668,#0173b2,Bacteria
JAEZCT010000046.1_2@GCA_023433405.1_371_428,#0173b2,Bacteria
MCM8776234.1@GCA_023819025.1_282_338,#0173b2,Bacteria
JAEWWC010000240.1_3@GCA_023396555.1_250_307,#0173b2,Bacteria
JAEZJG010000005.1_27@GCA_023415795.1_250_307,#0173b2,Bacteria
JAEWTW010000057.1_34@GCA_023397655.1_189_246,#0173b2,Bacteria
JAEWWC010000237.1_5@GCA_023396555.1_348_405,#0173b2,Bacteria
JAEZCT010000046.1_2@GCA_023433405.1_189_246,#0173b2,Bacteria
JAEZKQ010000003.1_49@GCA_023436115.1_241_298,#0173b2,Bacteria
JAEWQS010000151.1_22@GCA_023399095.1_243_300,#0173b2,Bacteria
JAEYKW010000006.1_3@GCA_023408075.1_204_261,#0173b2,Bacteria
JAEYLC010000026.1_56@GCA_023461435.1_243_300,#0173b2,Bacteria
MCB0328684.1@GCA_020434495.1_54_110,#0173b2,Bacteria
MCL1595089.1@GCA_023336815.1_240_297,#0173b2,Bacteria
DHNI01000053.1_16@GCA_002409455.1_32_88,#0173b2,Bacteria
NMB20395.1@GCA_012799115.1_32_88,#0173b2,Bacteria
NLJ04070.1@GCA_012518325.1_38_94,#0173b2,Bacteria
HHT69344.1@GCA_012837925.1_39_95,#0173b2,Bacteria
WP_152806681.1@GCF_009362815.1_110_167,#0173b2,Bacteria
WP_152806681.1@GCF_009362815.1_32_89,#0173b2,Bacteria
CADAPG010000018.1_44@GCA_902789675.1_171_228,#0173b2,Bacteria
MBQ5992347.1@GCA_017438865.1_171_228,#0173b2,Bacteria
SLJS01000057.1_10@GCA_007135015.1_341_398,#0173b2,Bacteria
JAKJBL010000047.1_7@GCA_022707005.1_185_240,#0173b2,Bacteria
MCE5235835.1@GCA_021372675.1_186_243,#0173b2,Bacteria
WP_096435608.1@GCF_002352765.1_178_235,#0173b2,Bacteria
WP_066633889.1@GCF_001592105.1_36_93,#0173b2,Bacteria
WP_085522192.1@GCF_900178005.1_42_99,#0173b2,Bacteria
WP_245747431.1@GCF_001866055.1_40_97,#0173b2,Bacteria
WP_117325414.1@GCF_003429095.1_15_72,#0173b2,Bacteria
WP_105958883.1@GCF_002993335.1_39_96,#0173b2,Bacteria
WP_170841179.1@GCF_900115625.1_42_100,#0173b2,Bacteria
WP_051288156.1@GCF_000429725.1_42_99,#0173b2,Bacteria
WP_120191833.1@GCF_003610495.1_50_107,#0173b2,Bacteria
WP_069366146.1@GCF_001721685.1_34_91,#0173b2,Bacteria
CAJTDE010000024.1_19@GCA_910574835.1_224_280,#0173b2,Bacteria
HEB76373.1@GCA_011051565.1_14_72,#0173b2,Bacteria
QIJG01000050.1_29@GCA_003232715.1_14_72,#0173b2,Bacteria
PUKG01000306.1_3@GCA_003550445.1_34_90,#0173b2,Bacteria
PWGV01000135.1_4@GCA_003554585.1_34_90,#0173b2,Bacteria
SKTZ01000061.1_5@GCA_007122335.1_34_90,#0173b2,Bacteria
PUNE01000013.1_77@GCA_003551665.1_34_90,#0173b2,Bacteria
PUNT01000198.1_17@GCA_003551905.1_39_95,#0173b2,Bacteria
WP_203000877.1@GCF_016786325.1_192_247,#0173b2,Bacteria
WP_238434982.1@GCF_016786355.1_169_224,#0173b2,Bacteria
WP_068295631.1@GCF_001676615.1_192_247,#0173b2,Bacteria
NUP10217.1@GCA_013361525.1_210_265,#0173b2,Bacteria
PMSI01000002.1_144@GCA_003168375.1_188_244,#0173b2,Bacteria
WP_003446299.1@GCF_000807255.1_253_308,#0173b2,Bacteria
WP_010963875.1@GCF_000008765.1_269_320,#0173b2,Bacteria
WP_077892541.1@GCF_002006355.2_263_314,#0173b2,Bacteria
WP_077893916.1@GCF_002006355.2_269_320,#0173b2,Bacteria
WP_077893787.1@GCF_002006355.2_272_322,#0173b2,Bacteria
WP_077895577.1@GCF_002006355.2_274_326,#0173b2,Bacteria
WP_010965909.1@GCF_000008765.1_267_320,#0173b2,Bacteria
WP_077894853.1@GCF_002006355.2_273_324,#0173b2,Bacteria
WP_231015882.1@GCF_021043395.1_264_322,#0173b2,Bacteria
WP_234123436.1@GCF_021432385.1_272_330,#0173b2,Bacteria
MCK9479867.1@GCA_023228885.1_15_74,#0173b2,Bacteria
WP_052012933.1@GCF_000513135.1_284_335,#0173b2,Bacteria
WP_066150769.1@GCF_002109385.1_284_335,#0173b2,Bacteria
WP_144450714.1@GCF_007830185.1_286_337,#0173b2,Bacteria
WP_163176991.1@GCF_011008845.1_284_335,#0173b2,Bacteria
WP_246944053.1@GCF_023036475.1_284_335,#0173b2,Bacteria
WP_106341748.1@GCF_003003125.1_180_231,#0173b2,Bacteria
